indicator,year,fips,location,age,vaccine,percent,population,percentPartiallyVaccinated,percentNonMedicalExemption,percentMedicalExemption,percentDiseaseHistory  
Seventh grade immunizations,2016-17,27089,Marshall,Seventh grade,MMR,98,100,0,2,0,null
Seventh grade immunizations,2016-17,27089,Marshall,Seventh grade,Polio,98,100,0,2,0,null
Seventh grade immunizations,2016-17,27089,Marshall,Seventh grade,Tdap,96,100,2,2,0,null
Seventh grade immunizations,2016-17,27089,Marshall,Seventh grade,Varicella,95,100,0,2,3,0
Seventh grade immunizations,2017-18,27089,Marshall,Seventh grade,DTaP,99,98,0,1,0,null
Seventh grade immunizations,2017-18,27089,Marshall,Seventh grade,Hep B,99,98,0,1,0,null
Seventh grade immunizations,2017-18,27089,Marshall,Seventh grade,Meningococcal,99,98,0,1,0,null
Seventh grade immunizations,2017-18,27089,Marshall,Seventh grade,MMR,99,98,0,1,0,null
Seventh grade immunizations,2017-18,27089,Marshall,Seventh grade,Polio,99,98,0,1,0,null
Seventh grade immunizations,2017-18,27089,Marshall,Seventh grade,Tdap,99,98,0,1,0,null
Seventh grade immunizations,2017-18,27089,Marshall,Seventh grade,Varicella,96.9,98,0,1,2,0
Seventh grade immunizations,2018-19,27089,Marshall,Seventh grade,DTaP,98.1,106,0,1.9,0,null
Seventh grade immunizations,2018-19,27089,Marshall,Seventh grade,Hep B,99.1,106,0,0.9,0,null
Seventh grade immunizations,2018-19,27089,Marshall,Seventh grade,Meningococcal,89.6,106,7.5,2.8,0,null
Seventh grade immunizations,2018-19,27089,Marshall,Seventh grade,MMR,98.1,106,0,1.9,0,null
Seventh grade immunizations,2018-19,27089,Marshall,Seventh grade,Polio,97.2,106,0.9,1.9,0,null
Seventh grade immunizations,2018-19,27089,Marshall,Seventh grade,Tdap,90.6,106,6.6,2.8,0,null
Seventh grade immunizations,2018-19,27089,Marshall,Seventh grade,Varicella,96.2,106,0.9,0,2.8,0
Seventh grade immunizations,2019-20,27089,Marshall,Seventh grade,DTaP,98.1,105,0,1,1,null
Seventh grade immunizations,2019-20,27089,Marshall,Seventh grade,Hep B,99,105,0,1,0,null
Seventh grade immunizations,2019-20,27089,Marshall,Seventh grade,Meningococcal,69.5,105,27.6,2.9,0,null
Seventh grade immunizations,2019-20,27089,Marshall,Seventh grade,MMR,98.1,105,0,1,1,null
Seventh grade immunizations,2019-20,27089,Marshall,Seventh grade,Polio,98.1,105,0,1,1,null
Seventh grade immunizations,2019-20,27089,Marshall,Seventh grade,Tdap,84.8,105,13.3,1.9,0,null
Seventh grade immunizations,2019-20,27089,Marshall,Seventh grade,Varicella,98.1,105,0,1,1,0
Seventh grade immunizations,2020-21,27089,Marshall,Seventh grade,DTaP,94.5,109,3.7,1.8,0,null
Seventh grade immunizations,2020-21,27089,Marshall,Seventh grade,Hep B,93.6,109,4.6,1.8,0,null
Seventh grade immunizations,2020-21,27089,Marshall,Seventh grade,Meningococcal,91.7,109,6.4,0.9,0.9,null
Seventh grade immunizations,2020-21,27089,Marshall,Seventh grade,MMR,94.5,109,3.7,1.8,0,null
Seventh grade immunizations,2020-21,27089,Marshall,Seventh grade,Polio,94.5,109,3.7,1.8,0,null
Seventh grade immunizations,2020-21,27089,Marshall,Seventh grade,Tdap,89.9,109,8.3,1.8,0,null
Seventh grade immunizations,2020-21,27089,Marshall,Seventh grade,Varicella,94.5,109,3.7,0.9,0,0.9
Seventh grade immunizations,2021-22,27089,Marshall,Seventh grade,DTaP,96.5,113,3.5,0,0,null
Seventh grade immunizations,2021-22,27089,Marshall,Seventh grade,Hep B,96.5,113,3.5,0,0,null
Seventh grade immunizations,2021-22,27089,Marshall,Seventh grade,Meningococcal,90.3,113,8,1.8,0,null
Seventh grade immunizations,2021-22,27089,Marshall,Seventh grade,MMR,96.5,113,3.5,0,0,null
Seventh grade immunizations,2021-22,27089,Marshall,Seventh grade,Polio,97.3,113,2.7,0,0,null
Seventh grade immunizations,2021-22,27089,Marshall,Seventh grade,Tdap,89.4,113,8.8,1.8,0,null
Seventh grade immunizations,2021-22,27089,Marshall,Seventh grade,Varicella,96.5,113,3.5,0,0,0
Seventh grade immunizations,2015-16,27091,Martin,Seventh grade,DTaP,95.1,204,1,3.4,0.5,null
Seventh grade immunizations,2015-16,27091,Martin,Seventh grade,Hep B,96.1,204,1,2.9,0,null
Seventh grade immunizations,2015-16,27091,Martin,Seventh grade,Meningococcal,92.6,204,2,5.4,0,null
Seventh grade immunizations,2015-16,27091,Martin,Seventh grade,MMR,96.1,204,1,2.9,0,null
Seventh grade immunizations,2015-16,27091,Martin,Seventh grade,Polio,96.1,204,1,2.9,0,null
Seventh grade immunizations,2015-16,27091,Martin,Seventh grade,Tdap,95.1,204,0.5,3.9,0.5,null
Seventh grade immunizations,2015-16,27091,Martin,Seventh grade,Varicella,93.1,204,1,2.5,3.4,0
Seventh grade immunizations,2016-17,27091,Martin,Seventh grade,DTaP,97.7,256,0,2.3,0,null
Seventh grade immunizations,2016-17,27091,Martin,Seventh grade,Hep B,97.7,256,0.4,2,0,null
Seventh grade immunizations,2016-17,27091,Martin,Seventh grade,Meningococcal,95.3,256,1.6,3.1,0,null
Seventh grade immunizations,2016-17,27091,Martin,Seventh grade,MMR,98,256,0,2,0,null
Seventh grade immunizations,2016-17,27091,Martin,Seventh grade,Polio,98,256,0,2,0,null
Seventh grade immunizations,2016-17,27091,Martin,Seventh grade,Tdap,95.7,256,1.6,2.7,0,null
Seventh grade immunizations,2016-17,27091,Martin,Seventh grade,Varicella,96.9,256,0.4,0.8,2,0
Seventh grade immunizations,2017-18,27091,Martin,Seventh grade,DTaP,98.4,253,0,1.6,0,null
Seventh grade immunizations,2017-18,27091,Martin,Seventh grade,Hep B,97.2,253,1.2,1.6,0,null
Seventh grade immunizations,2017-18,27091,Martin,Seventh grade,Meningococcal,88.5,253,6.3,5.1,0,null
Seventh grade immunizations,2017-18,27091,Martin,Seventh grade,MMR,96,253,1.6,2.4,0,null
Seventh grade immunizations,2017-18,27091,Martin,Seventh grade,Polio,98,253,0.4,1.6,0,null
Seventh grade immunizations,2017-18,27091,Martin,Seventh grade,Tdap,90.1,253,7.1,2.8,0,null
Seventh grade immunizations,2017-18,27091,Martin,Seventh grade,Varicella,89.7,253,2.4,2.8,2.4,2.8
Seventh grade immunizations,2018-19,27091,Martin,Seventh grade,DTaP,96.4,250,1.2,1.2,1.2,null
Seventh grade immunizations,2018-19,27091,Martin,Seventh grade,Hep B,97.2,250,0.8,0.8,1.2,null
Seventh grade immunizations,2018-19,27091,Martin,Seventh grade,Meningococcal,87.6,250,4.8,4.8,2.8,null
Seventh grade immunizations,2018-19,27091,Martin,Seventh grade,MMR,94.8,250,1.6,1.6,2,null
Seventh grade immunizations,2018-19,27091,Martin,Seventh grade,Polio,96.8,250,0.4,1.6,1.2,null
Seventh grade immunizations,2018-19,27091,Martin,Seventh grade,Tdap,90.8,250,4.8,2.8,1.6,null
Seventh grade immunizations,2018-19,27091,Martin,Seventh grade,Varicella,92,250,2.4,1.6,1.6,2.4
Seventh grade immunizations,2019-20,27091,Martin,Seventh grade,DTaP,96.1,257,2.3,1.6,0,null
Seventh grade immunizations,2019-20,27091,Martin,Seventh grade,Hep B,97.7,257,0.8,1.6,0,null
Seventh grade immunizations,2019-20,27091,Martin,Seventh grade,Meningococcal,89.9,257,6.6,3.5,0,null
Seventh grade immunizations,2019-20,27091,Martin,Seventh grade,MMR,96.5,257,1.9,1.6,0,null
Seventh grade immunizations,2019-20,27091,Martin,Seventh grade,Polio,97.7,257,0.8,1.6,0,null
Seventh grade immunizations,2019-20,27091,Martin,Seventh grade,Tdap,93.4,257,4.3,1.9,0.4,null
Seventh grade immunizations,2019-20,27091,Martin,Seventh grade,Varicella,96.1,257,1.6,1.2,0.8,0.4
Seventh grade immunizations,2020-21,27091,Martin,Seventh grade,DTaP,98.9,284,0.4,0.7,0,null
Seventh grade immunizations,2020-21,27091,Martin,Seventh grade,Hep B,98.9,284,0.4,0.7,0,null
Seventh grade immunizations,2020-21,27091,Martin,Seventh grade,Meningococcal,87.7,284,7.4,4.6,0.4,null
Seventh grade immunizations,2020-21,27091,Martin,Seventh grade,MMR,98.6,284,0.4,1.1,0,null
Seventh grade immunizations,2020-21,27091,Martin,Seventh grade,Polio,98.9,284,0,1.1,0,null
Seventh grade immunizations,2020-21,27091,Martin,Seventh grade,Tdap,91.9,284,5.6,2.5,0,null
Seventh grade immunizations,2020-21,27091,Martin,Seventh grade,Varicella,96.1,284,0.4,2.1,0.7,0.7
Seventh grade immunizations,2021-22,27091,Martin,Seventh grade,DTaP,97.4,234,0.4,2.1,0,null
Seventh grade immunizations,2021-22,27091,Martin,Seventh grade,Hep B,96.2,234,0.4,3.4,0,null
Seventh grade immunizations,2021-22,27091,Martin,Seventh grade,Meningococcal,80.8,234,13.7,5.6,0,null
Seventh grade immunizations,2021-22,27091,Martin,Seventh grade,MMR,95.7,234,0.9,3.4,0,null
Seventh grade immunizations,2021-22,27091,Martin,Seventh grade,Polio,97.4,234,0.4,2.1,0,null
Seventh grade immunizations,2021-22,27091,Martin,Seventh grade,Tdap,85.5,234,12.4,2.1,0,null
Seventh grade immunizations,2021-22,27091,Martin,Seventh grade,Varicella,94,234,0.9,3.8,0,1.3
Seventh grade immunizations,2015-16,27093,Meeker,Seventh grade,DTaP,98.8,246,0,1.2,0,null
Seventh grade immunizations,2015-16,27093,Meeker,Seventh grade,Hep B,99.2,246,0.4,0.4,0,null
Seventh grade immunizations,2015-16,27093,Meeker,Seventh grade,Meningococcal,94.7,246,2.4,2.8,0,null
Seventh grade immunizations,2015-16,27093,Meeker,Seventh grade,MMR,96.7,246,0.8,1.2,1.2,null
Seventh grade immunizations,2015-16,27093,Meeker,Seventh grade,Polio,98.4,246,0,1.6,0,null
Seventh grade immunizations,2015-16,27093,Meeker,Seventh grade,Tdap,96.3,246,1.2,2.4,0,null
Seventh grade immunizations,2015-16,27093,Meeker,Seventh grade,Varicella,92.3,246,1.2,4.1,2,0.4
Seventh grade immunizations,2016-17,27093,Meeker,Seventh grade,DTaP,98.5,272,0.4,1.1,0,null
Seventh grade immunizations,2016-17,27093,Meeker,Seventh grade,Hep B,98.2,272,1.1,0.7,0,null
Seventh grade immunizations,2016-17,27093,Meeker,Seventh grade,Meningococcal,95.2,272,1.8,2.9,0,null
Seventh grade immunizations,2016-17,27093,Meeker,Seventh grade,MMR,97.8,272,1.1,1.1,0,null
Seventh grade immunizations,2016-17,27093,Meeker,Seventh grade,Polio,98.9,272,0.4,0.7,0,null
Seventh grade immunizations,2016-17,27093,Meeker,Seventh grade,Tdap,95.6,272,2.2,2.2,0,null
Seventh grade immunizations,2016-17,27093,Meeker,Seventh grade,Varicella,93,272,1.1,3.7,2.2,0
Seventh grade immunizations,2017-18,27093,Meeker,Seventh grade,DTaP,96.4,280,0,3.6,0,null
Seventh grade immunizations,2017-18,27093,Meeker,Seventh grade,Hep B,97.5,280,0,2.5,0,null
Seventh grade immunizations,2017-18,27093,Meeker,Seventh grade,Meningococcal,93.9,280,1.8,3.2,1.1,null
Seventh grade immunizations,2017-18,27093,Meeker,Seventh grade,MMR,96.1,280,0.7,2.9,0.4,null
Seventh grade immunizations,2017-18,27093,Meeker,Seventh grade,Polio,97.1,280,0,2.9,0,null
Seventh grade immunizations,2017-18,27093,Meeker,Seventh grade,Tdap,93.6,280,2.5,3.9,0,null
Seventh grade immunizations,2017-18,27093,Meeker,Seventh grade,Varicella,90.4,280,1.1,2.5,5.7,0.4
Seventh grade immunizations,2018-19,27093,Meeker,Seventh grade,DTaP,97,266,0.4,2.6,0,null
Seventh grade immunizations,2018-19,27093,Meeker,Seventh grade,Hep B,96.6,266,0.8,2.6,0,null
Seventh grade immunizations,2018-19,27093,Meeker,Seventh grade,Meningococcal,89.8,266,7.5,2.6,0,null
Seventh grade immunizations,2018-19,27093,Meeker,Seventh grade,MMR,95.1,266,2.3,2.6,0,null
Seventh grade immunizations,2018-19,27093,Meeker,Seventh grade,Polio,97,266,0.4,2.6,0,null
Seventh grade immunizations,2018-19,27093,Meeker,Seventh grade,Tdap,92.1,266,6,1.9,0,null
Seventh grade immunizations,2018-19,27093,Meeker,Seventh grade,Varicella,92.1,266,3,2.3,2.3,0.4
Seventh grade immunizations,2019-20,27093,Meeker,Seventh grade,DTaP,97.3,262,0,2.7,0,null
Seventh grade immunizations,2019-20,27093,Meeker,Seventh grade,Hep B,96.9,262,0,3.1,0,null
Seventh grade immunizations,2019-20,27093,Meeker,Seventh grade,Meningococcal,93.1,262,3.8,3.1,0,null
Seventh grade immunizations,2019-20,27093,Meeker,Seventh grade,MMR,95,262,1.5,3.4,0,null
Seventh grade immunizations,2019-20,27093,Meeker,Seventh grade,Polio,96.6,262,0,3.4,0,null
Seventh grade immunizations,2019-20,27093,Meeker,Seventh grade,Tdap,92,262,4.6,3.4,0,null
Seventh grade immunizations,2019-20,27093,Meeker,Seventh grade,Varicella,93.1,262,1.9,3.4,0,1.5
Seventh grade immunizations,2020-21,27093,Meeker,Seventh grade,DTaP,97.4,271,0,2.6,0,null
Seventh grade immunizations,2020-21,27093,Meeker,Seventh grade,Hep B,97,271,0,3,0,null
Seventh grade immunizations,2020-21,27093,Meeker,Seventh grade,Meningococcal,88.2,271,8.5,3.3,0,null
Seventh grade immunizations,2020-21,27093,Meeker,Seventh grade,MMR,95.6,271,0.7,3.7,0,null
Seventh grade immunizations,2020-21,27093,Meeker,Seventh grade,Polio,97.4,271,0,2.6,0,null
Seventh grade immunizations,2020-21,27093,Meeker,Seventh grade,Tdap,89.3,271,7.7,3,0,null
Seventh grade immunizations,2020-21,27093,Meeker,Seventh grade,Varicella,95.6,271,0.4,3.3,0,0.7
Seventh grade immunizations,2021-22,27093,Meeker,Seventh grade,DTaP,95.8,283,1.4,2.8,0,null
Seventh grade immunizations,2021-22,27093,Meeker,Seventh grade,Hep B,95.4,283,1.4,3.2,0,null
Seventh grade immunizations,2021-22,27093,Meeker,Seventh grade,Meningococcal,83.7,283,12.4,3.9,0,null
Seventh grade immunizations,2021-22,27093,Meeker,Seventh grade,MMR,95.8,283,1.4,2.8,0,null
Seventh grade immunizations,2021-22,27093,Meeker,Seventh grade,Polio,87.3,283,10.6,2.1,0,null
Seventh grade immunizations,2021-22,27093,Meeker,Seventh grade,Tdap,88,283,8.1,3.9,0,null
Seventh grade immunizations,2021-22,27093,Meeker,Seventh grade,Varicella,92.9,283,1.8,3.2,0,2.1
Seventh grade immunizations,2015-16,27095,Mille Lacs,Seventh grade,DTaP,95.2,500,3.4,1,0.4,null
Seventh grade immunizations,2015-16,27095,Mille Lacs,Seventh grade,Hep B,97.8,500,1,1,0.2,null
Seventh grade immunizations,2015-16,27095,Mille Lacs,Seventh grade,Meningococcal,79.8,500,17,2.6,0.6,null
Seventh grade immunizations,2015-16,27095,Mille Lacs,Seventh grade,MMR,97,500,1.2,1.2,0.6,null
Seventh grade immunizations,2015-16,27095,Mille Lacs,Seventh grade,Polio,98.6,500,0.6,0.6,0.2,null
Seventh grade immunizations,2015-16,27095,Mille Lacs,Seventh grade,Tdap,90,500,7.2,2.2,0.6,null
Seventh grade immunizations,2015-16,27095,Mille Lacs,Seventh grade,Varicella,88.6,500,4,5.4,1.6,0.4
Seventh grade immunizations,2016-17,27095,Mille Lacs,Seventh grade,DTaP,97,296,1.7,1.4,0,null
Seventh grade immunizations,2016-17,27095,Mille Lacs,Seventh grade,Hep B,97,296,2,1,0,null
Seventh grade immunizations,2016-17,27095,Mille Lacs,Seventh grade,Meningococcal,74.7,296,23.3,2,0,null
Seventh grade immunizations,2016-17,27095,Mille Lacs,Seventh grade,MMR,95.6,296,2.7,1.7,0,null
Seventh grade immunizations,2016-17,27095,Mille Lacs,Seventh grade,Polio,95.9,296,2.4,1.7,0,null
Seventh grade immunizations,2016-17,27095,Mille Lacs,Seventh grade,Tdap,84.8,296,13.5,1.7,0,null
Seventh grade immunizations,2016-17,27095,Mille Lacs,Seventh grade,Varicella,94.3,296,2.7,1,2,0
Seventh grade immunizations,2017-18,27095,Mille Lacs,Seventh grade,DTaP,97,470,0,2.8,0.2,null
Seventh grade immunizations,2017-18,27095,Mille Lacs,Seventh grade,Hep B,94,470,3,2.8,0.2,null
Seventh grade immunizations,2017-18,27095,Mille Lacs,Seventh grade,Meningococcal,83.4,470,13,3.4,0.2,null
Seventh grade immunizations,2017-18,27095,Mille Lacs,Seventh grade,MMR,96.4,470,0.4,3,0.2,null
Seventh grade immunizations,2017-18,27095,Mille Lacs,Seventh grade,Polio,96.6,470,0,3,0.4,null
Seventh grade immunizations,2017-18,27095,Mille Lacs,Seventh grade,Tdap,86.6,470,10.4,2.8,0.2,null
Seventh grade immunizations,2017-18,27095,Mille Lacs,Seventh grade,Varicella,94.3,470,0.4,1.1,3.8,0.4
Seventh grade immunizations,2018-19,27095,Mille Lacs,Seventh grade,DTaP,97,435,1.6,1.4,0,null
Seventh grade immunizations,2018-19,27095,Mille Lacs,Seventh grade,Hep B,97,435,1.4,1.6,0,null
Seventh grade immunizations,2018-19,27095,Mille Lacs,Seventh grade,Meningococcal,88.3,435,8.7,3,0,null
Seventh grade immunizations,2018-19,27095,Mille Lacs,Seventh grade,MMR,96.6,435,1.1,2.3,0,null
Seventh grade immunizations,2018-19,27095,Mille Lacs,Seventh grade,Polio,98.2,435,0.7,1.1,0,null
Seventh grade immunizations,2018-19,27095,Mille Lacs,Seventh grade,Tdap,88.7,435,8.5,2.8,0,null
Seventh grade immunizations,2018-19,27095,Mille Lacs,Seventh grade,Varicella,94.9,435,1.1,1.4,2.5,0
Seventh grade immunizations,2019-20,27095,Mille Lacs,Seventh grade,DTaP,96,530,2.1,1.9,0,null
Seventh grade immunizations,2019-20,27095,Mille Lacs,Seventh grade,Hep B,96.2,530,2.1,1.7,0,null
Seventh grade immunizations,2019-20,27095,Mille Lacs,Seventh grade,Meningococcal,82.3,530,13.4,4.3,0,null
Seventh grade immunizations,2019-20,27095,Mille Lacs,Seventh grade,MMR,95.3,530,2.3,2.3,0.2,null
Seventh grade immunizations,2019-20,27095,Mille Lacs,Seventh grade,Polio,95.8,530,2.3,1.9,0,null
Seventh grade immunizations,2019-20,27095,Mille Lacs,Seventh grade,Tdap,84.3,530,12.1,3.6,0,null
Seventh grade immunizations,2019-20,27095,Mille Lacs,Seventh grade,Varicella,93.4,530,2.6,2.3,0.4,1.3
Seventh grade immunizations,2020-21,27095,Mille Lacs,Seventh grade,DTaP,94.5,471,4.2,1.3,0,null
Seventh grade immunizations,2020-21,27095,Mille Lacs,Seventh grade,Hep B,94.9,471,3.6,1.5,0,null
Seventh grade immunizations,2020-21,27095,Mille Lacs,Seventh grade,Meningococcal,69.9,471,27.8,2.3,0,null
Seventh grade immunizations,2020-21,27095,Mille Lacs,Seventh grade,MMR,94.1,471,3.4,2.5,0,null
Seventh grade immunizations,2020-21,27095,Mille Lacs,Seventh grade,Polio,94.5,471,4.7,0.8,0,null
Seventh grade immunizations,2020-21,27095,Mille Lacs,Seventh grade,Tdap,72.4,471,25.3,2.3,0,null
Seventh grade immunizations,2020-21,27095,Mille Lacs,Seventh grade,Varicella,92.6,471,4.5,2.8,0,0.2
Seventh grade immunizations,2021-22,27095,Mille Lacs,Seventh grade,DTaP,87.4,493,10.5,2,0,null
Seventh grade immunizations,2021-22,27095,Mille Lacs,Seventh grade,Hep B,91.3,493,5.7,3,0,null
Seventh grade immunizations,2021-22,27095,Mille Lacs,Seventh grade,Meningococcal,42.4,493,55.8,1.8,0,null
Seventh grade immunizations,2021-22,27095,Mille Lacs,Seventh grade,MMR,92.9,493,4.3,2.8,0,null
Seventh grade immunizations,2021-22,27095,Mille Lacs,Seventh grade,Polio,92.9,493,4.3,2.8,0,null
Seventh grade immunizations,2021-22,27095,Mille Lacs,Seventh grade,Tdap,48.1,493,50.3,1.6,0,null
Seventh grade immunizations,2021-22,27095,Mille Lacs,Seventh grade,Varicella,90.7,493,5.9,3,0,0.4
Seventh grade immunizations,2015-16,27097,Morrison,Seventh grade,DTaP,99.2,501,0.2,0.6,0,null
Seventh grade immunizations,2015-16,27097,Morrison,Seventh grade,Hep B,98,501,1,1,0,null
Seventh grade immunizations,2015-16,27097,Morrison,Seventh grade,Meningococcal,94.8,501,2.6,2.6,0,null
Seventh grade immunizations,2015-16,27097,Morrison,Seventh grade,MMR,99,501,0.2,0.8,0,null
Seventh grade immunizations,2015-16,27097,Morrison,Seventh grade,Polio,99.2,501,0.2,0.6,0,null
Seventh grade immunizations,2015-16,27097,Morrison,Seventh grade,Tdap,96,501,1.6,2.4,0,null
Seventh grade immunizations,2015-16,27097,Morrison,Seventh grade,Varicella,93.8,501,1.2,3,1.8,0.2
Seventh grade immunizations,2016-17,27097,Morrison,Seventh grade,DTaP,94.9,514,3.5,1.6,0,null
Seventh grade immunizations,2016-17,27097,Morrison,Seventh grade,Hep B,99,514,0,1,0,null
Seventh grade immunizations,2016-17,27097,Morrison,Seventh grade,Meningococcal,87.5,514,9.9,2.5,0,null
Seventh grade immunizations,2016-17,27097,Morrison,Seventh grade,MMR,98.2,514,0,1.8,0,null
Seventh grade immunizations,2016-17,27097,Morrison,Seventh grade,Polio,97.5,514,0.6,1.9,0,null
Seventh grade immunizations,2016-17,27097,Morrison,Seventh grade,Tdap,90.5,514,6.8,2.7,0,null
Seventh grade immunizations,2016-17,27097,Morrison,Seventh grade,Varicella,94.6,514,1.4,0.8,3.1,0.2
Seventh grade immunizations,2017-18,27097,Morrison,Seventh grade,DTaP,98.6,552,0.2,1.3,0,null
Seventh grade immunizations,2017-18,27097,Morrison,Seventh grade,Hep B,98.2,552,0.4,1.4,0,null
Seventh grade immunizations,2017-18,27097,Morrison,Seventh grade,Meningococcal,91.3,552,6.7,2,0,null
Seventh grade immunizations,2017-18,27097,Morrison,Seventh grade,MMR,98.6,552,0.4,1.1,0,null
Seventh grade immunizations,2017-18,27097,Morrison,Seventh grade,Polio,98.4,552,0.2,1.4,0,null
Seventh grade immunizations,2017-18,27097,Morrison,Seventh grade,Tdap,92,552,5.4,2.5,0,null
Seventh grade immunizations,2017-18,27097,Morrison,Seventh grade,Varicella,96.2,552,0,0.5,3.3,0
Seventh grade immunizations,2018-19,27097,Morrison,Seventh grade,DTaP,94,619,4.7,1,0.3,null
Seventh grade immunizations,2018-19,27097,Morrison,Seventh grade,Hep B,93.7,619,5,1.3,0,null
Seventh grade immunizations,2018-19,27097,Morrison,Seventh grade,Meningococcal,81.3,619,15.8,2.9,0,null
Seventh grade immunizations,2018-19,27097,Morrison,Seventh grade,MMR,93.9,619,5,1.1,0,null
Seventh grade immunizations,2018-19,27097,Morrison,Seventh grade,Polio,94,619,4.8,1.1,0,null
Seventh grade immunizations,2018-19,27097,Morrison,Seventh grade,Tdap,81.4,619,16,2.6,0,null
Seventh grade immunizations,2018-19,27097,Morrison,Seventh grade,Varicella,92.4,619,5,0.8,1.6,0.2
Seventh grade immunizations,2019-20,27097,Morrison,Seventh grade,DTaP,97.7,474,1.3,0.8,0.2,null
Seventh grade immunizations,2019-20,27097,Morrison,Seventh grade,Hep B,97.5,474,1.3,1.1,0.2,null
Seventh grade immunizations,2019-20,27097,Morrison,Seventh grade,Meningococcal,93.9,474,3.4,2.5,0.2,null
Seventh grade immunizations,2019-20,27097,Morrison,Seventh grade,MMR,97.3,474,1.3,1.3,0.2,null
Seventh grade immunizations,2019-20,27097,Morrison,Seventh grade,Polio,97.7,474,1.3,0.8,0.2,null
Seventh grade immunizations,2019-20,27097,Morrison,Seventh grade,Tdap,94.3,474,3.2,2.3,0.2,null
Seventh grade immunizations,2019-20,27097,Morrison,Seventh grade,Varicella,97,474,1.5,0.8,0.2,0.4
Seventh grade immunizations,2020-21,27097,Morrison,Seventh grade,DTaP,98.4,433,0,1.6,0,null
Seventh grade immunizations,2020-21,27097,Morrison,Seventh grade,Hep B,97.5,433,0.5,2.1,0,null
Seventh grade immunizations,2020-21,27097,Morrison,Seventh grade,Meningococcal,82.9,433,14.5,2.5,0,null
Seventh grade immunizations,2020-21,27097,Morrison,Seventh grade,MMR,97.9,433,0.2,1.8,0,null
Seventh grade immunizations,2020-21,27097,Morrison,Seventh grade,Polio,97.9,433,0,2.1,0,null
Seventh grade immunizations,2020-21,27097,Morrison,Seventh grade,Tdap,83.6,433,14.3,2.1,0,null
Seventh grade immunizations,2020-21,27097,Morrison,Seventh grade,Varicella,97.5,433,0.2,2.1,0,0.2
Seventh grade immunizations,2021-22,27097,Morrison,Seventh grade,DTaP,97.2,469,0.4,2.3,0,null
Seventh grade immunizations,2021-22,27097,Morrison,Seventh grade,Hep B,97.4,469,0.2,2.3,0,null
Seventh grade immunizations,2021-22,27097,Morrison,Seventh grade,Meningococcal,91.3,469,4.1,4.7,0,null
Seventh grade immunizations,2021-22,27097,Morrison,Seventh grade,MMR,97,469,0.4,2.6,0,null
Seventh grade immunizations,2021-22,27097,Morrison,Seventh grade,Polio,97.4,469,0.4,2.1,0,null
Seventh grade immunizations,2021-22,27097,Morrison,Seventh grade,Tdap,91.7,469,3.6,4.7,0,null
Seventh grade immunizations,2021-22,27097,Morrison,Seventh grade,Varicella,96.6,469,0.4,2.8,0,0.2
Seventh grade immunizations,2015-16,27099,Mower,Seventh grade,DTaP,99,519,0.6,0.2,0.2,null
Seventh grade immunizations,2015-16,27099,Mower,Seventh grade,Hep B,99,519,0.8,0.2,0,null
Seventh grade immunizations,2015-16,27099,Mower,Seventh grade,Meningococcal,97.3,519,2.1,0.4,0.2,null
Seventh grade immunizations,2015-16,27099,Mower,Seventh grade,MMR,98.5,519,0.6,0.2,0.8,null
Seventh grade immunizations,2015-16,27099,Mower,Seventh grade,Polio,99.2,519,0.6,0.2,0,null
Seventh grade immunizations,2015-16,27099,Mower,Seventh grade,Tdap,97.7,519,1.7,0.6,0,null
Seventh grade immunizations,2015-16,27099,Mower,Seventh grade,Varicella,97.5,519,1.5,0.4,0.2,0.4
Seventh grade immunizations,2016-17,27099,Mower,Seventh grade,DTaP,99.4,513,0,0.6,0,null
Seventh grade immunizations,2016-17,27099,Mower,Seventh grade,Hep B,99.2,513,0.2,0.6,0,null
Seventh grade immunizations,2016-17,27099,Mower,Seventh grade,Meningococcal,97.3,513,1,1.4,0.4,null
Seventh grade immunizations,2016-17,27099,Mower,Seventh grade,MMR,99,513,0.2,0.6,0.2,null
Seventh grade immunizations,2016-17,27099,Mower,Seventh grade,Polio,99.4,513,0.2,0.4,0,null
Seventh grade immunizations,2016-17,27099,Mower,Seventh grade,Tdap,97.9,513,1,1,0.2,null
Seventh grade immunizations,2016-17,27099,Mower,Seventh grade,Varicella,97.7,513,0.4,0.2,1.6,0.2
Seventh grade immunizations,2017-18,27099,Mower,Seventh grade,DTaP,98.9,530,0.2,0.9,0,null
Seventh grade immunizations,2017-18,27099,Mower,Seventh grade,Hep B,98.9,530,0.2,0.9,0,null
Seventh grade immunizations,2017-18,27099,Mower,Seventh grade,Meningococcal,97.5,530,1.3,1.1,0,null
Seventh grade immunizations,2017-18,27099,Mower,Seventh grade,MMR,98.3,530,0.6,1.1,0,null
Seventh grade immunizations,2017-18,27099,Mower,Seventh grade,Polio,98.9,530,0.2,0.9,0,null
Seventh grade immunizations,2017-18,27099,Mower,Seventh grade,Tdap,97.7,530,1.1,1.1,0,null
Seventh grade immunizations,2017-18,27099,Mower,Seventh grade,Varicella,97,530,0.6,0.2,1.7,0.6
Seventh grade immunizations,2018-19,27099,Mower,Seventh grade,DTaP,97.7,557,0.2,1.3,0.9,null
Seventh grade immunizations,2018-19,27099,Mower,Seventh grade,Hep B,98.7,557,0.2,0.9,0.2,null
Seventh grade immunizations,2018-19,27099,Mower,Seventh grade,Meningococcal,96.8,557,0.9,2,0.4,null
